ID_GURU	ID_SEKOLAH	JARAK
3	45	4.2251063821453805
3	48	5.23885931077159
3	51	5.128226863707791
3	56	11.534011557870066
3	67	10.09745845436459
3	87	11.686206806681884
3	93	16.133793521478662
3	96	18.873369591669153
3	100	14.704931209384974
3	108	25.266035380640716
3	132	30.22123758160371
3	133	22.22243746722528
3	140	28.218745894913695
3	142	18.34932305837364
3	143	18.170209613890176
3	146	17.021371959794394
3	151	20.216725442070533
3	153	18.74547268230114
3	160	20.837876665304954
3	161	21.303193930360166
3	167	19.757994798181713
3	168	23.278403756657994
3	170	23.22969835870595
3	175	18.32057537001543
3	182	20.76110451401754
3	185	23.779897993752368
3	186	23.131238070791998
3	189	24.62404597964447
3	204	3.8247893111914775
3	216	5.578090579828077
3	222	11.65315408868227
3	228	6.341858250696916
3	234	5.772907097383536
3	246	3.979803432092516
3	249	3.071270215346467
3	254	0.38161005277381627
3	270	2.644783076053261
3	278	1.9169294580549447
3	284	26.693200539849247
3	285	24.90602146316087
3	290	25.02184119231645
3	295	24.277521006940066
3	296	28.67338062890277
3	298	29.51714397584036
3	302	22.594849465772096
3	303	25.1812150991542
3	308	9.332455595961925
3	309	9.816760971235526
3	310	6.793421440878318
3	311	3.9441060639398193
3	313	6.094883877816823
3	318	7.212551683369031
3	321	8.572800099957627
3	322	7.664616751284861
3	326	21.017304039413116
3	329	18.66739229731459
3	331	19.020395093183257
3	337	24.037999185028127
3	342	21.377650478871658
3	343	22.255841126013404
3	351	23.181572704017235
3	354	23.89210278763948
3	355	21.017304039413116
3	356	20.250859410938162
3	363	7.740724663803052
3	364	7.6146282724264465
3	365	7.1508540860828615
3	371	7.2607792233242465
3	375	9.273203717541778
3	382	14.40730050516166
3	385	16.261768797021766
3	387	18.591052363465568
3	388	13.517154123027177
3	396	12.544485719972947
3	398	16.634840850267185
3	402	15.388804890860419
3	411	8.091860820677734
3	413	15.561850298589931
3	420	8.706272247668478
3	421	11.122096349867444
3	423	13.323133308789462
3	424	22.354873211940117
3	425	12.081312666983889
3	426	10.230716112473242
3	434	22.05603017635564
3	439	23.80544686767606
3	454	22.400297560079824
3	460	11.189378897236153
3	463	9.141322969337569
3	464	12.311081761137814
3	468	8.311591779386609
3	473	10.53869607190098
3	475	9.249043668710842
3	476	8.026133812678868
3	483	9.700410664134628
3	484	12.284958512042582
3	488	16.96418837825615
3	492	18.877168489500487
3	496	15.911288238779083
3	497	13.396533948200911
3	505	18.076432554329873
3	509	20.10563968941658
3	528	13.271088010734864
3	541	25.90443914945237
3	551	24.501365475787008
3	552	25.437023094479
15	45	8.532165656419416
15	48	7.036566153535857
15	51	8.382921261422672
15	56	6.895824170147024
15	67	4.61226472096481
15	87	9.32268030543463
15	93	14.336615140452372
15	96	16.87628428160976
15	100	13.364914604114984
15	108	19.978397897708156
15	132	25.018100947081006
15	133	17.102885323168405
15	140	23.185274120189447
15	142	16.513745119264943
15	143	15.220037744785449
15	146	15.26577098659976
15	151	19.0562332140098
15	153	16.245700738293728
15	160	17.798457064350334
15	161	18.388140252177124
15	167	18.89244315060784
15	168	21.856446762763436
15	170	21.046092888873538
15	175	14.360755964145346
15	182	16.871591460411594
15	185	19.6855905616367
15	186	19.155100639702983
15	189	20.292936042422756
15	204	4.758982772909482
15	216	3.6252338506030486
15	222	6.203293859268886
15	228	3.5681197586367777
15	234	1.9199745606397562
15	246	1.6870411501065907
15	249	2.7339848358454515
15	254	5.234979480748608
15	270	6.0860394046283215
15	278	6.900077313993057
15	284	22.44379372061168
15	285	20.50804482404976
15	290	20.17609719400928
15	295	19.406148972963614
15	296	24.34380387206172
15	298	25.039385629825937
15	302	17.842383070484885
15	303	20.642981716060916
15	308	14.673774208772864
15	309	15.17999741629682
15	310	12.022614756496568
15	311	9.272167380408373
15	313	10.700398210485126
15	318	11.645705262909097
15	321	13.564746181674462
15	322	12.795468149734518
15	326	16.201133943706175
15	329	14.758251775486334
15	331	14.227643671506641
15	337	19.856937843277194
15	342	16.89442200936567
15	343	17.464776196244138
15	351	19.265755591265833
15	354	19.97479475242699
15	355	16.201133943706175
15	356	15.814048699565761
15	363	9.765865914931501
15	364	10.679924623692028
15	365	10.654712664298751
15	371	10.436456583201652
15	375	11.97412586578969
15	382	14.548211923264137
15	385	15.480888438547202
15	387	18.23547215591373
15	388	14.109547787645504
15	396	12.597202133278243
15	398	15.565383492918606
15	402	14.924541170737147
15	411	4.894162203803055
15	413	11.99376270208421
15	420	4.757297280941392
15	421	8.038620269877766
15	423	9.251523712944916
15	424	18.942617211182935
15	425	9.213001641651225
15	426	6.914718866584477
15	434	16.489555179343654
15	439	18.270393516964102
15	454	16.86270067798967
15	460	12.402372785713645
15	463	10.29722664555572
15	464	13.072590790497097
15	468	9.843868299254487
15	473	10.29827747580471
15	475	8.93019880457611
15	476	7.620350248653553
15	483	10.462210958697586
15	484	6.709492161706934
15	488	11.402764053657796
15	492	13.39892815982662
15	496	10.360106706133298
15	497	7.898304681848945
15	505	12.668906910348968
15	509	14.965352200268173
15	528	10.57557741570237
15	541	21.27733035117461
15	551	19.458822699729815
15	552	20.656332118430516
21	45	90.60812340830564
21	48	89.67449881263249
21	51	89.45774322124959
21	56	101.79411692284098
21	67	98.17182253668157
21	87	105.10649233131016
21	93	110.07781484285981
21	96	112.67276238653919
21	100	108.92204860837607
21	108	108.5554243377509
21	132	112.81260211686289
21	133	107.82183531250895
21	140	112.7976318237349
21	142	81.07868089299879
21	143	84.27549502818802
21	146	81.96156324228821
21	151	77.9288472763311
21	153	82.55122768684882
21	160	82.97911213630148
21	161	82.25076959339687
21	167	77.70261885136516
21	168	75.99830444991223
21	170	78.40507960803755
21	175	87.73054157808447
21	182	86.46379985630647
21	185	86.43960308385347
21	186	86.01172006800545
21	189	87.61854960252155
21	204	91.85863781495097
21	216	92.19176034948644
21	222	95.72982800421188
21	228	92.28297176115015
21	234	93.91673879037484
21	246	94.96976394102471
21	249	94.40799427662456
21	254	94.81099198791375
21	270	97.19596996194764
21	278	95.87771918715127
21	284	115.63184796871859
21	285	113.51990199751465
21	290	111.54879437863588
21	295	110.83026072470766
21	296	117.03635122419543
21	298	117.10040700029711
21	302	110.114253814313
21	303	113.17460655360064
21	308	96.64884801429716
21	309	96.58191894006504
21	310	96.71332268960678
21	311	95.71987631325175
21	313	98.29762333417345
21	318	99.20859562582025
21	321	98.22665871192041
21	322	97.37065242847596
21	326	108.58772237661158
21	329	109.54729613381103
21	331	107.14645315091798
21	337	113.55126457148202
21	342	110.22762736054734
21	343	109.66737759556885
21	351	113.59617764071467
21	354	114.23363912149976
21	355	108.58772237661158
21	356	109.44939916401167
21	363	102.11342466483794
21	364	101.36190645916729
21	365	100.58285121435259
21	371	100.99014012215729
21	375	103.01437686386788
21	382	81.26454926943211
21	385	80.73933132133362
21	387	77.85903176793644
21	388	81.72189068181385
21	396	83.20937056135796
21	398	80.90307933270347
21	402	81.07036974553279
21	411	100.69114823590047
21	413	107.39079669104079
21	420	100.48894208887468
21	421	103.82604184209289
21	423	104.44949311857046
21	424	114.05150510120775
21	425	105.00842677572068
21	426	102.69253502641301
21	434	102.17444529664888
21	439	104.10896709376588
21	454	103.3340382237689
21	460	105.6236693080307
21	463	103.6758472490957
21	464	106.83208570854431
21	468	102.8003924544091
21	473	105.05316228693633
21	475	103.70513782502721
21	476	102.39767846954932
21	483	104.27366721184215
21	484	97.83488774172164
21	488	98.26759256675366
21	492	102.60276870770193
21	496	99.99423808288495
21	497	99.61878372136765
21	505	102.94539821032681
21	509	106.21352478064482
21	528	86.87177809242023
21	541	89.42889382702317
21	551	92.93418878659318
21	552	90.66926514734311
22	45	22.791569559333634
22	48	26.06124576943874
22	51	24.14093611112407
22	56	34.500787477458076
22	67	34.04908622283184
22	87	31.863921735210166
22	93	33.653549185254825
22	96	35.87363848904115
22	100	31.92857683262411
22	108	48.417348437503115
22	132	53.01703379264345
22	133	45.092240046966864
22	140	50.636929406835286
22	142	37.70360095226077
22	143	39.376797179776645
22	146	36.559217538786655
22	151	37.81606361071777
22	153	39.1490488474741
22	160	41.80548057351637
22	161	41.99973443865359
22	167	36.86307143531377
22	168	40.72178120102716
22	170	42.27990274948589
22	175	40.91468173212026
22	182	43.05465639104111
22	185	46.16731578194383
22	186	45.37709848524414
22	189	47.33091298351105
22	204	26.75207072438527
22	216	29.07186672572278
22	222	35.803443254838136
22	228	29.931839274207054
22	234	29.81568726337941
22	246	28.135439349981986
22	249	27.19731789968437
22	254	24.47871769312522
22	270	24.08307095799974
22	278	22.874146323280815
22	284	47.3094526139959
22	285	46.02201421335126
22	290	47.14279735347455
22	295	46.49892568951514
22	296	49.31981250872196
22	298	50.47271191511902
22	302	44.66484911531494
22	303	46.592377678187
22	308	15.28771356664822
22	309	14.763904946674755
22	310	17.956147868185365
22	311	20.49046478334345
22	313	19.907096382109703
22	318	19.457823825349895
22	321	16.97794313217084
22	322	17.39312954481852
22	326	43.32866267800961
22	329	39.51004496093622
22	331	41.43560430490063
22	337	44.751737917502105
22	342	42.99292106012999
22	343	44.43020899238903
22	351	43.41132352221962
22	354	44.03771853070772
22	355	43.32866267800961
22	356	41.88515334951739
22	363	24.0986444203534
22	364	22.195970938606916
22	365	21.509272088485012
22	371	22.113331083127196
22	375	22.481810167257507
22	382	31.432077176575685
22	385	34.296290186202064
22	387	34.9631696160671
22	388	30.09998955570951
22	396	30.63606337455402
22	398	35.07905679373896
22	402	33.15073349257243
22	411	30.562616359735205
22	413	36.3794178893258
22	420	31.578308636123122
22	421	32.43024776283473
22	423	35.322722674260525
22	424	41.60816685771594
22	425	32.80079285724501
22	426	32.08529263724349
22	434	46.04619694366408
22	439	47.659100360890704
22	454	46.27437600136597
22	460	25.608560827762428
22	463	25.542431838288792
22	464	26.757781889989893
22	468	24.889313103425504
22	473	28.158306385904826
22	475	27.904550700306846
22	476	27.705055194858552
22	483	26.282213547346867
22	484	36.37029641101558
22	488	41.10318593923481
22	492	42.63035522278142
22	496	39.88545548770903
22	497	37.29136839332531
22	505	41.692007167700574
22	509	43.1143918390778
22	528	35.036472536128564
22	541	49.007274215690195
22	551	48.20823775591212
22	552	48.77638405417265
30	45	23.408451410970958
30	48	20.29919906454522
30	51	22.27163687893997
30	56	15.92024008167326
30	67	13.753384721745274
30	87	21.271076169570414
30	93	25.045987350171984
30	96	26.323130895084827
30	100	25.224292900703016
30	108	14.51895500954291
30	132	18.514957835273854
30	133	14.744793870046498
30	140	18.69581564561364
30	142	15.530950655053669
30	143	11.68730286253748
30	146	15.428790169286454
30	151	18.542377801594682
30	153	13.370315293124243
30	160	11.847755921760873
30	161	12.5031717580012
30	167	19.310122742043827
30	168	19.22779966005752
30	170	16.286138928653006
30	175	7.909032333590287
30	182	8.118088896194964
30	185	7.938914764666805
30	186	8.292519007246142
30	189	7.053613315442527
30	204	19.33424311568598
30	216	17.009491718866947
30	222	10.854115432078697
30	228	16.14943830976194
30	234	16.395687085588904
30	246	18.290960230335294
30	249	19.10220949282893
30	254	21.895326118084302
30	270	23.056170980983204
30	278	23.77040617949018
30	284	22.839363300411087
30	285	20.885356018064353
30	290	18.179966434031687
30	295	17.591700221200007
30	296	23.757807396021757
30	298	23.4888639754196
30	302	17.532904544889572
30	303	20.247515689857785
30	308	31.49344234063123
30	309	31.982415465451883
30	310	28.89886473102453
30	311	26.077922102066186
30	313	27.671599382051507
30	318	28.603922105104637
30	321	30.518911400178553
30	322	29.713400940539398
30	326	16.445163022764028
30	329	19.87923255913499
30	331	15.90339557170546
30	337	21.50650917488638
30	342	18.507231886368142
30	343	17.129895133547176
30	351	22.258420721142347
30	354	22.68838416996274
30	355	16.445163022764028
30	356	18.239425575953142
30	363	26.00797005665322
30	364	27.310595117189628
30	365	27.44024964831835
30	371	27.125643770607798
30	375	28.329854032580627
30	382	19.937223302343995
30	385	18.10260810251273
30	387	20.374280923502297
30	388	20.724228264275418
30	396	19.085067599629838
30	398	17.38689670338623
30	402	18.688027359118163
30	411	18.72458360288981
30	413	19.783735129114877
30	420	17.615965121510385
30	421	19.556644075119486
30	423	17.611947248629217
30	424	23.876219250479107
30	425	20.339790399932664
30	426	18.870434722622296
30	434	8.226770048453952
30	439	9.921994814919898
30	454	9.40121602826162
30	460	27.649664395382704
30	463	25.8934545195016
30	464	27.76711504016754
30	468	25.78537999748222
30	473	24.643687372658363
30	475	23.64871918299873
30	476	22.740204156752686
30	483	25.71130885451148
30	484	11.3204196269877
30	488	7.269408382896598
30	492	10.27716496773023
